productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extUnit,extGrade,extSkillIcon,extNation,extRace,extClan,extPower,extShield,extCritical,extFlavorText,extImaginaryGift,extTrigger
260427,Yamanbagiri Kunihiro Kiwame,Yamanbagiri Kunihiro Kiwame,https://tcgplayer-cdn.tcgplayer.com/product/260427_200w.jpg,16,2962,https://cpt.tcgcsv.com/zb63,2022-01-21T05:03:08.957,1,"[CONT](VC):If you persona rode this turn, this unit gets [Critical] +1.<br>[AUTO](VC):You may pay ""[Soul-Blast 1 <span style=""color:red"">""Yamanbagiri Kunihiro Kiwame""""</span> for this cost. When this unit attacks, [COST][Counter-Blast 1], draw a card, choose up to one card from your hand, and call it to an open (RC).",0.35,0.5,3.88,0.5,,Normal,,D-TB01/008EN,RRR,Normal,3.0,Twin Drive,Other,Touken Danshi-Uchigatana,Touken Ranbu,13000.0,0.0,1.0,“Being a reproduction no longer bothers me. My role as a Touken is to serve you. That's all I ever needed.”,Persona Ride,
260428,Hachisuka Kotetsu Kiwame,Hachisuka Kotetsu Kiwame,https://tcgplayer-cdn.tcgplayer.com/product/260428_200w.jpg,16,2962,https://cpt.tcgcsv.com/Bb63,2022-01-21T05:03:08.957,1,"[CONT](VC):If you have five rear-guards, all of your front row rear-guards get [Power] +5000, and all of your back row rear-guards get <span style=""color:red"">""boost""</span>. <em>(Active on opponent's turn too)</em><br>",0.24,0.35,1.77,,,Normal,,D-TB01/009EN,RRR,Normal,3.0,Twin Drive,Other,Touken Danshi-Uchigatana,Touken Ranbu,13000.0,0.0,1.0,"“Behold the splendor of a true Kotetsu. I'll soon show you my looks don't deceive, master.”",Persona Ride,
260429,Tsurumaru Kuninaga,Tsurumaru Kuninaga,https://tcgplayer-cdn.tcgplayer.com/product/260429_200w.jpg,16,2962,https://cpt.tcgcsv.com/Cb63,2022-01-21T05:03:08.957,1,"[AUTO](RC):At the end of the battle this unit attacked, if your opponent's vanguard is grade 3 or greater, [COST][Counter-Blast 1 & Soul-Blast 1], choose one of your other rear-guards in the same column as this unit, and swap its position with this unit.",0.28,0.35,2.99,0.35,,Normal,,D-TB01/010EN,RRR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,“Hey. I'm Tsurumaru Kuninaga. You really lucked out getting me in your ranks. Even if I do say so myself...”,,
260430,Iwatooshi,Iwatooshi,https://tcgplayer-cdn.tcgplayer.com/product/260430_200w.jpg,16,2962,https://cpt.tcgcsv.com/Db63,2022-01-21T05:03:08.957,1,"[CONT](RC):If you have four or more grade 1 or less units, when this unit would attack a vanguard, it also battles all of your opponent's grade 2 or greater rear-guards.",0.15,0.45,1.89,0.24,,Normal,,D-TB01/011EN,RR,Normal,3.0,Twin Drive,Other,Touken Danshi-Naginata,Touken Ranbu,13000.0,0.0,1.0,"“Huh, kinda small, aren't ya? Well, I guess everyone is small compared to Benkei though, ha! Call me Iwatooshi, nice to meet ya.”",Persona Ride,
260431,Ichigo Hitofuri,Ichigo Hitofuri,https://tcgplayer-cdn.tcgplayer.com/product/260431_200w.jpg,16,2962,https://cpt.tcgcsv.com/Fb63,2022-01-21T05:03:08.957,1,"[CONT](RC):During your turn, if you have three or more rear-guards with ""Toushirou"" in their card names, this unit gets [Power] +10000. <br>[AUTO](RC):When this unit attacks, if this unit's [Power] is 30000 or greater, [COST][Counter-Blast 2], and this unit gets [Critical] +1 until end of that battle.",0.24,0.49,1.89,0.25,,Normal,,D-TB01/012EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,“My name is Ichigo Hitofuri. I am the sole tachi created by the hand of Awataguchi Yoshimitsu.”,,
260433,Ookanehira,Ookanehira,https://tcgplayer-cdn.tcgplayer.com/product/260433_200w.jpg,16,2962,https://cpt.tcgcsv.com/Hb63,2022-01-21T05:03:08.957,1,"[AUTO](RC):When this unit attacks while not boosted, [COST][discard two cards from your hand], choose one of your units with [Power] greater than this unit, and this unit's [Power] increases or decreases to 5000 greater than that unit's [Power] until end of that battle.<br><br>",0.19,0.4,1.72,0.33,,Normal,,D-TB01/013EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,"“I'm Ookanehira, a blade of unparalleled beauty and dignity chosen by none other than Ikeda Terumasa. However...”",,
260436,Uguisumaru,Uguisumaru,https://tcgplayer-cdn.tcgplayer.com/product/260436_200w.jpg,16,2962,https://cpt.tcgcsv.com/Lb63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is placed on (RC) from hand, [COST][Counter-Blast 1], look at the top seven cards of your deck, choose up to one ""Ookanehira"" from among them, reveal it and put it into your hand, and shuffle your deck. If you did not reveal a card, [Counter-Charge 1].",0.19,0.4,1.77,0.33,,Normal,,D-TB01/014EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,"“I'm Uguisumaru, from Kobizen. I've got no idea why I'm called that. Maybe it means something, maybe it doesn't. Anyway, looking forward to working with you!”",,
260437,Hotarumaru,Hotarumaru,https://tcgplayer-cdn.tcgplayer.com/product/260437_200w.jpg,16,2962,https://cpt.tcgcsv.com/Mb63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is placed on (RC), this unit gets [Power] +5000 until end of turn. If your opponent's vanguard is grade 3 or greater, it gets [Power] +10000 instead of +5000.<br>[AUTO]:When this unit is retired from (RC) during your opponent's turn, [COST][Counter-Blast 1], and put this card from your drop into your hand.<br>",0.05,0.44,1.57,0.25,,Normal,,D-TB01/015EN,RR,Normal,3.0,Twin Drive,Other,Touken Danshi-Oodachi,Touken Ranbu,10000.0,0.0,1.0,"“I'm Hotarumaru, all the way from Aso Shrine! Tadaaa! Nailed it.”",Persona Ride,
260438,Monoyoshi Sadamune,Monoyoshi Sadamune,https://tcgplayer-cdn.tcgplayer.com/product/260438_200w.jpg,16,2962,https://cpt.tcgcsv.com/Nb63,2022-01-21T05:03:08.957,1,"[CONT]Back Row (RC):When this unit's [Power] would be increased by your trigger effect, double the value of that increase. <em>(If +10000, it becomes +20000)</em>",0.49,0.74,1.0,0.78,,Normal,,D-TB01/016EN,RR,Normal,1.0,Boost,Other,Touken Danshi-Wakizaki,Touken Ranbu,7000.0,5000.0,1.0,"“Hello, I'm Monoyoshi Sadamune! I might just be your lucky sword!”",,
260439,Taikogane Sadamune,Taikogane Sadamune,https://tcgplayer-cdn.tcgplayer.com/product/260439_200w.jpg,16,2962,https://cpt.tcgcsv.com/Pb63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is placed on (RC), if your vanguard is grade 3 or greater, [COST][Counter-Blast 1], choose up to two cards from your hand, and call them to open (RC). If you called two cards, draw a card.",0.19,0.33,1.77,,,Normal,,D-TB01/017EN,RR,Normal,1.0,Boost,Other,Touken Danshi-Tantou,Touken Ranbu,5000.0,5000.0,1.0,“I'm the one and only Taikogane Sadamune. Let's go crazyyy!”,,
260440,Kousetsu Samonji,Kousetsu Samonji,https://tcgplayer-cdn.tcgplayer.com/product/260440_200w.jpg,16,2962,https://cpt.tcgcsv.com/Qb63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is put on (GC), [COST][discard a card from your hand] and this unit gets [Shield] +10000 until end of that battle.",0.15,0.45,1.67,0.46,,Normal,,D-TB01/018EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,“I am Kousetsu Samonji. I long to see a world where we are no longer called upon to fight...”,,
260441,Izuminokami Kanesada,Izuminokami Kanesada,https://tcgplayer-cdn.tcgplayer.com/product/260441_200w.jpg,16,2962,https://cpt.tcgcsv.com/Rb63,2022-01-21T05:03:08.957,1,"[AUTO](RC):When this unit attacks while boosted, [COST][Counter-Blast 1], until end of that battle, this unit gets [Power] +5000, and if it is boosted by ""Horikawa Kunihiro"", when your opponent would call cards from their hand to (GC), they must call two or more at the same time.",0.24,0.53,1.89,0.56,,Normal,,D-TB01/019EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,“I'm Izuminokami Kanesada. Strong and stylish. Stylishly strong. It's no wonder I'm so popular these days!”,,
260442,Horikawa Kunihiro,Horikawa Kunihiro,https://tcgplayer-cdn.tcgplayer.com/product/260442_200w.jpg,16,2962,https://cpt.tcgcsv.com/Sb63,2022-01-21T05:03:08.957,1,"[AUTO](RC):When this unit boosts a ""Touken Danshi - Uchigatana"", [COST][Soul-Blast 1 & discard a card from your hand], draw a card, and if it is boosting ""Izuminokami Kanesada"", this unit gets [Power] +5000 until end of turn. <br>",0.25,0.49,1.1,0.33,,Normal,,D-TB01/020EN,RR,Normal,1.0,Boost,Other,Touken Danshi-Wakizaki,Touken Ranbu,8000.0,5000.0,1.0,"“Hello? Oh, hello! You wouldn't happen to have seen my partner around here would you? Izuminokami Kanesada. Me? Oh, yeah! I'm Horikawa Kunihiro!”",,
260443,Higekiri,Higekiri,https://tcgplayer-cdn.tcgplayer.com/product/260443_200w.jpg,16,2962,https://cpt.tcgcsv.com/Tb63,2022-01-21T05:03:08.957,1,"[CONT](RC)/(GC):If ""Hizamaru"" is on your (GC) or front row (RC), this unit gets [Power] +5000/[Shield] +5000. <em>(Active on opponent's turn too)</em>",0.19,0.4,1.77,0.15,,Normal,,D-TB01/021EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,"“Greetings, I am Higekiri, treasure of the Genji clan. You are the one who will wield my power this time around, yes?”",,
260444,Hizamaru,Hizamaru,https://tcgplayer-cdn.tcgplayer.com/product/260444_200w.jpg,16,2962,https://cpt.tcgcsv.com/Vb63,2022-01-21T05:03:08.957,1,"[CONT](RC)/(GC): If ""Higekiri"" is on your (GC) or front row (RC), this unit gets [Power] +5000/[Shield] +5000. <em>(Active on opponent's turn too)</em><br>",0.1,0.33,1.67,,,Normal,,D-TB01/022EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,"“I am Hizamaru, the <em>(other)</em> treasure of the Genji clan. Mayhap, my brother is already here?”",,
260445,Ookurikara,Ookurikara,https://tcgplayer-cdn.tcgplayer.com/product/260445_200w.jpg,16,2962,https://cpt.tcgcsv.com/Wb63,2022-01-21T05:03:08.957,1,"[AUTO](RC):When this unit attacks while not boosted, if your opponent's vanguard is grade 3 or greater, [COST][Counter-Blast 1], and this unit gets [Power] +10000 until end of that battle. If you have no face up cards in your damage zone, it gets [Power] +15000 instead of +10000.<br>",0.19,0.33,1.71,0.25,,Normal,,D-TB01/023EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,“I'm Ookurikara. I've got nothing to say to you. Let's get this over with.”,,
260447,Shishiou,Shishiou,https://tcgplayer-cdn.tcgplayer.com/product/260447_200w.jpg,16,2962,https://cpt.tcgcsv.com/Zb63,2022-01-21T05:03:08.957,1,"[CONT](RC):This unit cannot be chosen by your opponent's card effects. <br>[AUTO](RC):When your vanguard's attack hits, [COST][Counter-Blast 1 & Soul-Blast 1], draw a card, and this unit gets [Power] +5000 until end of turn. <br>",0.25,0.47,1.1,0.33,,Normal,,D-TB01/024EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,8000.0,5000.0,1.0,"“I'm Shishiou, the jet black tachi. I'm pretty stylish, huh? Now I'm here, you'd better make good use of me.”",,
260448,Kogarasumaru,Kogarasumaru,https://tcgplayer-cdn.tcgplayer.com/product/260448_200w.jpg,16,2962,https://cpt.tcgcsv.com/-b63,2022-01-21T05:03:08.957,1,"[CONT][Front Row (RC)]:When your [OVER] trigger would be removed by its trigger effect, you may put it into your hand instead of removing it.<br>",0.2,0.5,1.72,0.5,,Normal,,D-TB01/025EN,RR,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,"“My name is Kogarasumaru. It is my destiny to engage in battle. That has not changed in a thousand years, nor will it ever.”",,
260449,Kenshin Kagemitsu,Kenshin Kagemitsu,https://tcgplayer-cdn.tcgplayer.com/product/260449_200w.jpg,16,2962,https://cpt.tcgcsv.com/_b63,2022-01-21T05:03:08.957,1,"[AUTO](RC):At the end of the battle that this unit boosted, [COST][Counter-Blast 1 & put this unit into your soul], draw a card, choose one of your units, and it gets [Power] +2000 until end of turn.",0.59,0.76,0.77,0.62,,Normal,,D-TB01/026EN,RR,Normal,1.0,Boost,Other,Touken Danshi-Tantou,Touken Ranbu,8000.0,5000.0,1.0,“I'm Kenshin Kagemitsu. Don't go underestimating me!”,,
260450,Tonbokiri,Tonbokiri,https://tcgplayer-cdn.tcgplayer.com/product/260450_200w.jpg,16,2962,https://cpt.tcgcsv.com/0c63,2022-01-21T05:03:08.957,1,"[CONT](RC):During your turn, this unit gets [Power] +2000. <br>[AUTO](RC)[1/turn]:When this unit is [Rest] by a card's cost, [Stand] this unit.",0.2,0.32,0.6,0.33,,Normal,,D-TB01/027EN,R,Normal,3.0,Twin Drive,Other,Touken Danshi-Yari,Touken Ranbu,13000.0,0.0,1.0,“It is a pleasure to make your acquaintance. I am known as Tonbokiri. I am yours to command.”,Persona Ride,
260454,Koryuu Kagemitsu,Koryuu Kagemitsu,https://tcgplayer-cdn.tcgplayer.com/product/260454_200w.jpg,16,2962,https://cpt.tcgcsv.com/6c63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is placed on (RC), [COST][discard a card from your hand], and draw a card.",0.14,0.29,1.66,0.31,,Normal,,D-TB01/028EN,R,Normal,2.0,Intercept,Other,Touken Danshi-Tachi,Touken Ranbu,10000.0,5000.0,1.0,“I'm Koryuu Kagemitsu. Just a lonesome traveler looking for a place to call his own...”,,
260457,Kasen Kanesada Toku,Kasen Kanesada Toku,https://tcgplayer-cdn.tcgplayer.com/product/260457_200w.jpg,16,2962,https://cpt.tcgcsv.com/9c63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is rode upon by ""Kasen Kanesada Kiwame"", [Soul-Charge]1, choose one of your vanguards, and it gets [Power] +5000 until end of turn.<br>[CONT](RC):During your turn, this unit gets [Power] +2000. <br>",0.12,0.29,1.66,0.2,,Normal,,D-TB01/029EN,R,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,"“How cruel this world is, that art cannot be cultivated without power...”",,
260458,Mutsunokami Yoshiyuki Toku,Mutsunokami Yoshiyuki Toku,https://tcgplayer-cdn.tcgplayer.com/product/260458_200w.jpg,16,2962,https://cpt.tcgcsv.com/bc63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is rode upon by ""Mutsunokami Yoshiyuki Kiwame"", [COST][Soul-Blast 1], choose up to one of your opponent's back row rear-guards, and retire it. If no units were retired, draw a card. <br>[CONT](RC):During your turn, this unit gets [Power] +2000. <br>",0.2,0.3,1.69,0.33,,Normal,,D-TB01/030EN,R,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,“Hahaha! Looks like I'm moving up in the world!”,,
260459,Yamanbagiri Kunihiro Toku,Yamanbagiri Kunihiro Toku,https://tcgplayer-cdn.tcgplayer.com/product/260459_200w.jpg,16,2962,https://cpt.tcgcsv.com/cc63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is placed on (VC) by riding on ""Hachisuka Kotetsu Sentou"", [COST][Counter-Blast 1], search your deck for up to one ""Urashima Kotetsu"", call it to (RC), and shuffle your deck.<br>[CONT](RC):During your turn, this unit gets [Power] +2000.",0.14,0.25,1.66,0.2,,Normal,,D-TB01/031EN,R,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,“A counterfeit could never reach these heights!”,,
260460,Hachisuka Kotetsu Toku,Hachisuka Kotetsu Toku,https://tcgplayer-cdn.tcgplayer.com/product/260460_200w.jpg,16,2962,https://cpt.tcgcsv.com/dc63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is placed on (VC) by riding on ""Hachisuka Kotetsu Sentou"", [COST][Counter-Blast 1], search your deck for up to one ""Urashima Kotetsu"", call it to (RC), and shuffle your deck.<br>[CONT](RC):During your turn, this unit gets [Power] +2000.",0.05,0.25,0.5,0.21,,Normal,,D-TB01/032EN,R,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,“A counterfeit could never reach these heights!”,,
260461,Nagasone Kotetsu,Nagasone Kotetsu,https://tcgplayer-cdn.tcgplayer.com/product/260461_200w.jpg,16,2962,https://cpt.tcgcsv.com/fc63,2022-01-21T05:03:08.957,1,"[CONT](RC):If you have another unit with ""Kotetsu"" in its card name, this unit gets [Power] +5000. <em>(Active on opponent's turn too)</em>",0.15,0.28,1.64,0.35,,Normal,,D-TB01/033EN,R,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,"“I'm Nagasone Kotetsu. I may be a forgery, but I'll work as hard as any real Kotetsu sword.”",,
260462,Taroutachi,Taroutachi,https://tcgplayer-cdn.tcgplayer.com/product/260462_200w.jpg,16,2962,https://cpt.tcgcsv.com/gc63,2022-01-21T05:03:08.957,1,"[CONT](RC):During your turn, if you have a ""Jiroutachi"" on your (RC), this unit gets [Power] +10000.",0.2,0.28,1.7,0.26,,Normal,,D-TB01/034EN,R,Normal,3.0,Twin Drive,Other,Touken Danshi-Oodachi,Touken Ranbu,13000.0,0.0,1.0,"“...Oh, I walk the material plane once more. I am Taroutachi, a sword no common mortal was ever able to wield in battle.”",Persona Ride,
260463,Jiroutachi,Jiroutachi,https://tcgplayer-cdn.tcgplayer.com/product/260463_200w.jpg,16,2962,https://cpt.tcgcsv.com/hc63,2022-01-21T05:03:08.957,1,"[CONT](RC):During your turn, if you have a ""Taroutachi"" on your (RC), this unit gets [Power] +10000.",0.1,0.28,1.59,0.3,,Normal,,D-TB01/035EN,R,Normal,3.0,Twin Drive,Other,Touken Danshi-Oodachi,Touken Ranbu,13000.0,0.0,1.0,"“Hey, so I'm the beautiful Jirou! Why, you aren't rocking too much. Well, regards to you!”",Persona Ride,
260464,Nihongou,Nihongou,https://tcgplayer-cdn.tcgplayer.com/product/260464_200w.jpg,16,2962,https://cpt.tcgcsv.com/jc63,2022-01-21T05:03:08.957,1,"[CONT](RC):During the battle that this unit attacked, if it is the first battle of this turn, this unit gets [Power] +10000. <br>",0.14,0.25,0.6,0.27,,Normal,,D-TB01/036EN,R,Normal,3.0,Twin Drive,Other,Touken Danshi-Yari,Touken Ranbu,13000.0,0.0,1.0,"“I'm Nihongou, one of Japan's greatest spears. I haven't kept you waitin' too long, have I?”",Persona Ride,
260466,Otegine,Otegine,https://tcgplayer-cdn.tcgplayer.com/product/260466_200w.jpg,16,2962,https://cpt.tcgcsv.com/lc63,2022-01-21T05:03:08.957,1,"[CONT](RC):If your opponent's vanguard is grade 3 or greater, when this unit would attack, it battles all of the units in one of your opponent's columns.",0.19,0.29,0.6,0.2,,Normal,,D-TB01/037EN,R,Normal,3.0,Twin Drive,Other,Touken Danshi-Yari,Touken Ranbu,13000.0,0.0,1.0,"“I'm Otegine, one of the Tenga Sanmeiso, the finest of all spears. I'm not great at hacking or slashing, but if it's piercing action you want, I'm your man!”",Persona Ride,
260467,Hyuuga Masamune,Hyuuga Masamune,https://tcgplayer-cdn.tcgplayer.com/product/260467_200w.jpg,16,2962,https://cpt.tcgcsv.com/mc63,2022-01-21T05:03:08.957,1,"[AUTO]:When this unit is placed on (RC), if your vanguard is grade 3 or greater, look at the top card of your deck, and put it on the top or bottom of your deck.<br>",0.2,0.46,1.69,0.48,,Normal,,D-TB01/038EN,R,Normal,1.0,Boost,Other,Touken Danshi-Tantou,Touken Ranbu,8000.0,5000.0,1.0,“I'm Hyuuga Masamune. I've drifted my way to this place.”,,
260469,Yamanbagiri Chougi,Yamanbagiri Chougi,https://tcgplayer-cdn.tcgplayer.com/product/260469_200w.jpg,16,2962,https://cpt.tcgcsv.com/pc63,2022-01-21T05:03:08.957,1,"[AUTO](RC):When this unit attacks a vanguard, if you have no other units in the same column, [COST][Soul-Blast 1], and this unit gets [Power] +5000 until end of that battle. At the end of that battle, move this unit to the back row. <br>",0.2,0.3,1.69,0.25,,Normal,,D-TB01/039EN,R,Normal,2.0,Intercept,Other,Touken Danshi-Uchigatana,Touken Ranbu,10000.0,5000.0,1.0,"“I'm the original creation by Chougi, Yamanbagiri. What's wrong? Staring at me so intently.”",,
